Number,52,39,20,22,56,
31,26,58,1,16,
25,4,6,12,21,32
24,3,5,10,22,30
4,3,6,12,20,30
33,1,2,8,21,29
5,1,2,7,13,29
23,4,5,11,19,29
31,1,2,6,17,28
28,1,3,10,20,28
29,2,4,8,17,26
15,2,5,9,16,26
22,3,5,8,16,26
27,1,1,6,16,25
34,3,4,10,18,24
19,1,3,10,16,24
32,1,3,6,15,23
12,1,1,5,15,23
37,2,5,9,17,23
3,1,4,7,15,23
2,0,3,9,15,23
38,2,4,9,14,23
